respondent_id,collector_id,start_date,end_date,informed_consent,experimental_situation,assess_blame,assess_fine,assess_active_role,age,gender
13108728310,410105655,2021-11-08T14:26:07Z,2021-11-08T14:28:40Z,TRUE,agentive,3,700,5,20,woman
13108730798,410105655,2021-11-08T14:26:48Z,2021-11-08T14:28:40Z,TRUE,nonagentive,3,1700,3,20,woman
13108730222,410105655,2021-11-08T14:26:44Z,2021-11-08T14:28:38Z,TRUE,agentive,2,1000,7,20,woman
13108728591,410105655,2021-11-08T14:26:18Z,2021-11-08T14:28:38Z,TRUE,nonagentive,4,2890,4,19,woman
13108731638,410105655,2021-11-08T14:27:22Z,2021-11-08T14:28:38Z,TRUE,nonagentive,5,2500,5,19,woman
13108729562,410105655,2021-11-08T14:26:36Z,2021-11-08T14:28:30Z,TRUE,nonagentive,5,1700,2,20,woman
13108731538,410105655,2021-11-08T14:27:23Z,2021-11-08T14:28:24Z,TRUE,agentive,7,3400,7,21,woman
13108730304,410105655,2021-11-08T14:26:21Z,2021-11-08T14:28:24Z,TRUE,agentive,6,1700,7,20,woman
13108730346,410105655,2021-11-08T14:26:53Z,2021-11-08T14:28:23Z,TRUE,agentive,4,1700,7,19,woman
13108730416,410105655,2021-11-08T14:26:54Z,2021-11-08T14:28:20Z,TRUE,agentive,3,3400,6,23,man
13108728846,410105655,2021-11-08T14:26:16Z,2021-11-08T14:28:20Z,TRUE,agentive,5,1000,2,21,woman
13108729322,410105655,2021-11-08T14:26:29Z,2021-11-08T14:28:16Z,TRUE,nonagentive,5,3400,3,19,woman
13108728943,410105655,2021-11-08T14:26:28Z,2021-11-08T14:28:16Z,TRUE,agentive,5,1700,6,20,woman
13108729178,410105655,2021-11-08T14:26:22Z,2021-11-08T14:28:14Z,TRUE,nonagentive,3,1700,4,23,man
13108730308,410105655,2021-11-08T14:26:47Z,2021-11-08T14:28:10Z,TRUE,nonagentive,2,1700,7,19,man
13108729353,410105655,2021-11-08T14:26:34Z,2021-11-08T14:28:10Z,TRUE,nonagentive,5,2000,6,20,woman
13108729520,410105655,2021-11-08T14:26:38Z,2021-11-08T14:28:08Z,TRUE,agentive,3,1000,4,19,woman
13108730131,410105655,2021-11-08T14:26:42Z,2021-11-08T14:28:07Z,TRUE,nonagentive,1,0,4,20,woman
13108729908,410105655,2021-11-08T14:26:36Z,2021-11-08T14:28:07Z,TRUE,nonagentive,6,3400,6,20,woman
13108729412,410105655,2021-11-08T14:26:31Z,2021-11-08T14:28:06Z,TRUE,agentive,5,1700,5,20,woman
13108729185,410105655,2021-11-08T14:26:29Z,2021-11-08T14:28:05Z,TRUE,agentive,5,2500,6,20,woman
13108729096,410105655,2021-11-08T14:26:30Z,2021-11-08T14:28:05Z,TRUE,nonagentive,6,3400,3,19,woman
13108729312,410105655,2021-11-08T14:26:28Z,2021-11-08T14:28:04Z,TRUE,agentive,4,1700,5,20,woman
13108728974,410105655,2021-11-08T14:26:19Z,2021-11-08T14:28:03Z,TRUE,nonagentive,3,1700,5,20,woman
13108729126,410105655,2021-11-08T14:26:33Z,2021-11-08T14:27:58Z,TRUE,nonagentive,1,0,3,21,man
13108729516,410105655,2021-11-08T14:26:41Z,2021-11-08T14:27:55Z,TRUE,nonagentive,5,1700,3,19,man
13108728872,410105655,2021-11-08T14:26:19Z,2021-11-08T14:27:53Z,TRUE,nonagentive,3,0,3,20,woman
13108728882,410105655,2021-11-08T14:26:27Z,2021-11-08T14:27:52Z,TRUE,nonagentive,2,1000,3,19,woman
13108728695,410105655,2021-11-08T14:26:21Z,2021-11-08T14:27:52Z,TRUE,agentive,4,0,7,19,man
13108729238,410105655,2021-11-08T14:26:15Z,2021-11-08T14:27:49Z,TRUE,agentive,4,1700,5,19,woman
13108729206,410105655,2021-11-08T14:26:30Z,2021-11-08T14:27:48Z,TRUE,nonagentive,4,3400,4,19,woman
13108728508,410105655,2021-11-08T14:26:16Z,2021-11-08T14:27:45Z,TRUE,nonagentive,4,500,5,19,woman
13108728224,410105655,2021-11-08T14:26:14Z,2021-11-08T14:27:44Z,TRUE,nonagentive,4,1700,7,19,man
13108729324,410105655,2021-11-08T14:26:33Z,2021-11-08T14:27:40Z,TRUE,nonagentive,2,1700,4,21,woman
13108728175,410105655,2021-11-08T14:26:09Z,2021-11-08T14:27:39Z,TRUE,nonagentive,3,1000,5,20,woman
13108728998,410105655,2021-11-08T14:26:18Z,2021-11-08T14:27:33Z,TRUE,agentive,3,3400,6,21,woman
13108729229,410105655,2021-11-08T14:26:37Z,2021-11-08T14:27:32Z,TRUE,agentive,2,3400,3,19,woman
13108728325,410105655,2021-11-08T14:26:11Z,2021-11-08T14:27:23Z,TRUE,nonagentive,6,3400,6,19,man
13108692783,410105655,2021-11-08T14:11:42Z,2021-11-08T14:13:59Z,TRUE,nonagentive,3,1700,3,22,woman
13108560861,410105655,2021-11-08T13:12:59Z,2021-11-08T13:15:58Z,TRUE,nonagentive,3,3400,2,21,woman
13108321473,410105655,2021-11-08T09:55:45Z,2021-11-08T10:58:49Z,TRUE,agentive,4,1000,3,25,woman
13108218733,410105655,2021-11-08T09:39:09Z,2021-11-08T09:57:18Z,TRUE,agentive,6,3400,4,23,man
13108192554,410105655,2021-11-08T09:38:25Z,2021-11-08T09:42:07Z,TRUE,agentive,2,500,4,25,woman
13108195238,410105655,2021-11-08T09:40:00Z,2021-11-08T09:41:59Z,TRUE,nonagentive,3,1000,2,23,woman
13108194739,410105655,2021-11-08T09:39:37Z,2021-11-08T09:41:56Z,TRUE,agentive,5,2000,7,23,man
13108193300,410105655,2021-11-08T09:38:42Z,2021-11-08T09:41:48Z,TRUE,nonagentive,2,100,3,23,woman
13108194381,410105655,2021-11-08T09:38:43Z,2021-11-08T09:41:35Z,TRUE,agentive,2,0,2,23,woman
13108192855,410105655,2021-11-08T09:38:30Z,2021-11-08T09:41:30Z,TRUE,nonagentive,4,2400,5,22,woman
13108192982,410105655,2021-11-08T09:38:35Z,2021-11-08T09:41:26Z,TRUE,nonagentive,4,1700,4,24,woman
13108192907,410105655,2021-11-08T09:38:39Z,2021-11-08T09:41:16Z,TRUE,agentive,3,0,6,23,woman
13108193150,410105655,2021-11-08T09:38:39Z,2021-11-08T09:41:08Z,TRUE,agentive,5,3400,1,25,man
13108193399,410105655,2021-11-08T09:38:46Z,2021-11-08T09:41:08Z,TRUE,nonagentive,3,1000,3,22,woman
13108192661,410105655,2021-11-08T09:38:39Z,2021-11-08T09:41:01Z,TRUE,agentive,1,0,5,23,woman
